MIM Number	Ensembl Gene ID (Ensembl)
607146	ENSG00000172367
607147	ENSG00000177707
607149	ENSG00000076043
607150	ENSG00000163497
607153	ENSG00000119185
607156	ENSG00000064225
607157	ENSG00000161640
607158	ENSG00000151650
607159	ENSG00000108175
607160	ENSG00000128524
607162	ENSG00000101638
607163	ENSG00000115318
607164	ENSG00000179528
607165	ENSG00000132824
607166	ENSG00000135951
607167	ENSG00000125971
607168	ENSG00000168589
607169	ENSG00000112812
607170	ENSG00000163703
607171	ENSG00000184164
607172	ENSG00000144589
607173	ENSG00000115233
607175	ENSG00000111266
607176	ENSG00000183166
607177	ENSG00000162783
607178	ENSG00000162366
607179	ENSG00000244462
607180	ENSG00000163827
607181	ENSG00000163825
607182	ENSG00000163820
607183	ENSG00000113615
607184	ENSG00000138802
607185	ENSG00000176986
607186	ENSG00000150961
607187	ENSG00000008513
607188	ENSG00000157350
607189	ENSG00000135824
607190	ENSG00000127074
607191	ENSG00000091844
607192	ENSG00000150681
607193	ENSG00000147509
607194	ENSG00000168267
607198	ENSG00000042088
607199	ENSG00000117595
607201	ENSG00000125944
607203	ENSG00000151748
607204	ENSG00000134644
607205	ENSG00000055917
607206	ENSG00000179148
607207	ENSG00000103266
607209	ENSG00000100065
607210	ENSG00000198286
607211	ENSG00000141527
607212	ENSG00000187796
607213	ENSG00000091651
607215	ENSG00000131697
607216	ENSG00000146555
607217	ENSG00000069188
607218	ENSG00000128604
607219	ENSG00000149972
607220	ENSG00000134115
607222	ENSG00000134452
607223	ENSG00000112562
607224	ENSG00000149716
607226	ENSG00000163517
607227	ENSG00000170255
607228	ENSG00000183695
607229	ENSG00000179826
607230	ENSG00000179817
607231	ENSG00000172938
607232	ENSG00000184350
607233	ENSG00000172935
607234	ENSG00000182170
607235	ENSG00000204687
607237	ENSG00000181585
607238	ENSG00000173163
607240	ENSG00000183955
607241	ENSG00000181617
607242	ENSG00000183020
607243	ENSG00000100478
607244	ENSG00000081014
607245	ENSG00000134262
607246	ENSG00000065000
607247	ENSG00000154645
607249	ENSG00000166762
607251	ENSG00000177370
607252	ENSG00000128335
607253	ENSG00000128284
607254	ENSG00000100336
607255	ENSG00000128313
607256	ENSG00000221963
607257	ENSG00000110693
607260	ENSG00000006659
607261	ENSG00000173040
607262	ENSG00000063245
607263	ENSG00000072134
607264	ENSG00000049283
607265	ENSG00000113282
607267	ENSG00000148229
607268	ENSG00000104472
607269	ENSG00000115350
607270	ENSG00000158321
607272	ENSG00000080986
607273	ENSG00000154803
607274	ENSG00000101557
607275	ENSG00000171476
607280	ENSG00000144619
607281	ENSG00000175324
607282	ENSG00000204392
607283	ENSG00000170860
607284	ENSG00000130520
607285	ENSG00000106355
607286	ENSG00000164167
607287	ENSG00000130332
607288	ENSG00000128534
607289	ENSG00000188428
607290	ENSG00000164054
607291	ENSG00000275066
607292	ENSG00000196189
607293	ENSG00000112782
607294	ENSG00000118707
607295	ENSG00000133454
607296	ENSG00000136888
607297	ENSG00000171840
607298	ENSG00000127588
607299	ENSG00000187957
607300	ENSG00000174231
607301	ENSG00000117360
607303	ENSG00000185787
607305	ENSG00000197880
607306	ENSG00000277893
607307	ENSG00000118407
607309	ENSG00000129354
607310	ENSG00000069206
607311	ENSG00000082175
607312	ENSG00000105939
607314	ENSG00000167791
607315	ENSG00000105507
607318	ENSG00000138131
607319	ENSG00000163935
607320	ENSG00000171777
607321	ENSG00000132681
607325	ENSG00000088387
607327	ENSG00000139793
607328	ENSG00000186834
607331	ENSG00000164610
607332	ENSG00000134986
607333	ENSG00000082146
607334	ENSG00000115993
607335	ENSG00000039987
607336	ENSG00000142959
607337	ENSG00000127325
607338	ENSG00000104660
607340	ENSG00000136928
607342	ENSG00000214575
607343	ENSG00000101115
607344	ENSG00000108423
607345	ENSG00000074935
607347	ENSG00000073331
607348	ENSG00000197921
607349	ENSG00000171914
607350	ENSG00000197892
607351	ENSG00000072422
607352	ENSG00000008853
607353	ENSG00000164292
607355	ENSG00000126070
607356	ENSG00000134698
607357	ENSG00000185760
607358	ENSG00000160224
607359	ENSG00000158941
607360	ENSG00000135413
607362	ENSG00000182175
607363	ENSG00000184445
607365	ENSG00000163898
607366	ENSG00000184261
607367	ENSG00000152315
607368	ENSG00000124249
607369	ENSG00000095981
607370	ENSG00000124780
607372	ENSG00000099917
607374	ENSG00000137492
607375	ENSG00000104885
607376	ENSG00000175203
607377	ENSG00000163352
607378	ENSG00000142864
607379	ENSG00000186575
607380	ENSG00000204104
607381	ENSG00000105197
607382	ENSG00000105270
607383	ENSG00000099800
607384	ENSG00000100575
607385	ENSG00000182050
607386	ENSG00000138002
607387	ENSG00000137100
607388	ENSG00000132286
607389	ENSG00000145687
607390	ENSG00000157216
607391	ENSG00000130511
607392	ENSG00000018408
607393	ENSG00000134371
607394	ENSG00000137709
607396	ENSG00000183864
607397	ENSG00000185231
607399	ENSG00000153898
607400	ENSG00000055732
607401	ENSG00000183709
607402	ENSG00000197110
607403	ENSG00000182393
607404	ENSG00000185436
607405	ENSG00000135569
607406	ENSG00000118804
607407	ENSG00000108001
607408	ENSG00000182346
607409	ENSG00000124785
607410	ENSG00000197587
607412	ENSG00000198183
607414	ENSG00000153266
607415	ENSG00000232307
607416	ENSG00000134121
607418	ENSG00000179562
607419	ENSG00000142252
607420	ENSG00000139112
607421	ENSG00000086288
607422	ENSG00000100116
607423	ENSG00000130714
607424	ENSG00000149124
607425	ENSG00000183153
607427	ENSG00000132199
607428	ENSG00000183853
607429	ENSG00000148459
607430	ENSG00000071626
607431	ENSG00000183283
607433	ENSG00000247596
607434	ENSG00000172432
607435	ENSG00000132591
607436	ENSG00000218823
607437	ENSG00000111291
607439	ENSG00000009830
607440	ENSG00000106692
607441	ENSG00000133106
607442	ENSG00000143924
607443	ENSG00000169393
607444	ENSG00000126524
607445	ENSG00000184708
607448	ENSG00000148734
607449	ENSG00000056291
607451	ENSG00000101216
607452	ENSG00000034713
607455	ENSG00000156639
607456	ENSG00000141076
607460	ENSG00000144837
607461	ENSG00000141627
607462	ENSG00000111676
607463	ENSG00000104881
607465	ENSG00000140326
607466	ENSG00000129472
607467	ENSG00000184293
607468	ENSG00000181656
607469	ENSG00000138744
607470	ENSG00000141376
607471	ENSG00000124243
607472	ENSG00000136758
607474	ENSG00000113924
607477	ENSG00000075218
607478	ENSG00000139287
607479	ENSG00000154856
607481	ENSG00000151611
607484	ENSG00000102981
607489	ENSG00000112659
607490	ENSG00000166816
607491	ENSG00000101346
607492	ENSG00000175115
607493	ENSG00000071243
607494	ENSG00000109452
607496	ENSG00000163072
607497	ENSG00000112309
607502	ENSG00000154309
607503	ENSG00000140323
607505	ENSG00000115687
607506	ENSG00000138316
607509	ENSG00000166106
607510	ENSG00000145536
607511	ENSG00000140470
607512	ENSG00000140873
607513	ENSG00000145808
607515	ENSG00000145287
607517	ENSG00000239961
607518	ENSG00000175489
607519	ENSG00000102699
607520	ENSG00000182223
607521	ENSG00000110756
607522	ENSG00000166189
607524	ENSG00000204618
607525	ENSG00000066379
607526	ENSG00000131469
607527	ENSG00000119314
607528	ENSG00000154133
607529	ENSG00000031698
607530	ENSG00000240990
607531	ENSG00000118922
607532	ENSG00000083535
607533	ENSG00000083520
607534	ENSG00000015153
607535	ENSG00000163602
607536	ENSG00000105662
607537	ENSG00000184384
607538	ENSG00000166579
607542	ENSG00000053918
607544	ENSG00000138095
607545	ENSG00000052802
607546	ENSG00000163606
607547	ENSG00000163923
607548	ENSG00000104941
607549	ENSG00000166351
607550	ENSG00000112394
607551	ENSG00000128228
607553	ENSG00000261150
607555	ENSG00000186283
607556	ENSG00000233608
607557	ENSG00000179520
607558	ENSG00000100003
607559	ENSG00000102858
607560	ENSG00000116584
607562	ENSG00000162594
607563	ENSG00000091664
607564	ENSG00000121236
607566	ENSG00000112425
607567	ENSG00000118733
607568	ENSG00000139428
607570	ENSG00000108406
607571	ENSG00000183032
607573	ENSG00000130479
607574	ENSG00000100299
607575	ENSG00000093072
607576	ENSG00000099954
607577	ENSG00000197217
607579	ENSG00000149742
607580	ENSG00000184999
607581	ENSG00000149452
607582	ENSG00000197901
607583	ENSG00000104883
607585	ENSG00000149311
607586	ENSG00000138380
607587	ENSG00000172458
607588	ENSG00000100023
607589	ENSG00000101049
607590	ENSG00000138686
607591	ENSG00000104205
607593	ENSG00000137337
607599	ENSG00000121039
607601	ENSG00000127666
607603	ENSG00000168418
607604	ENSG00000168263
607605	ENSG00000182793
607606	ENSG00000171403
607607	ENSG00000138750
607608	ENSG00000166311
607609	ENSG00000131013
607610	ENSG00000163746
607611	ENSG00000187838
607612	ENSG00000114698
607613	ENSG00000069248
607614	ENSG00000030066
607615	ENSG00000139496
607617	ENSG00000111581
607618	ENSG00000182810
607619	ENSG00000172159
607620	ENSG00000184374
607621	ENSG00000158270
607622	ENSG00000163344
607623	ENSG00000141458
607627	ENSG00000183566
607629	ENSG00000117362
607630	ENSG00000138613
607632	ENSG00000205155
607633	ENSG00000158125
607635	ENSG00000128510
607637	ENSG00000229847
607638	ENSG00000129187
607639	ENSG00000146700
607640	ENSG00000163635
607642	ENSG00000108557
607643	ENSG00000186765
607645	ENSG00000168824
607646	ENSG00000160685
607647	ENSG00000130300
607648	ENSG00000198648
607649	ENSG00000081087
607650	ENSG00000131068
607651	ENSG00000021300
607652	ENSG00000163482
607653	ENSG00000126785
607657	ENSG00000116761
607659	ENSG00000145088
607660	ENSG00000162526
607662	ENSG00000158480
607663	ENSG00000109832
607664	ENSG00000135677
607666	ENSG00000187151
607667	ENSG00000183230
607668	ENSG00000182196
607669	ENSG00000170540
607670	ENSG00000130413
607672	ENSG00000175505
607673	ENSG00000134109
607675	ENSG00000089902
607679	ENSG00000128512
607680	ENSG00000163743
607686	ENSG00000145216
607690	ENSG00000152700
607691	ENSG00000079332
607693	ENSG00000187742
607695	ENSG00000132394
607696	ENSG00000182040
607697	ENSG00000133812
607698	ENSG00000196233
607699	ENSG00000155827
607700	ENSG00000103549
607701	ENSG00000239474
607702	ENSG00000176907
607703	ENSG00000132182
607704	ENSG00000107104
607705	ENSG00000068878
607707	ENSG00000058404
607708	ENSG00000145349
607709	ENSG00000119139
607710	ENSG00000135063
607711	ENSG00000160305
607712	ENSG00000169635
607713	ENSG00000137441
607714	ENSG00000145901
607715	ENSG00000102804
607716	ENSG00000019505
607717	ENSG00000111077
607718	ENSG00000134207
607719	ENSG00000149043
607720	ENSG00000102904
607722	ENSG00000104412
607723	ENSG00000164828
607724	ENSG00000180881
607725	ENSG00000129484
607726	ENSG00000041880
607727	ENSG00000111530
607729	ENSG00000168209
607730	ENSG00000145358
607732	ENSG00000004139
607733	ENSG00000180900
607735	ENSG00000164040
607737	ENSG00000137440
607738	ENSG00000182674
607740	ENSG00000170832
607741	ENSG00000274611
607742	ENSG00000167916
607743	ENSG00000166225
607744	ENSG00000137218
607746	ENSG00000073712
607747	ENSG00000162458
607749	ENSG00000111665
607750	ENSG00000244509
607751	ENSG00000257138
607752	ENSG00000152669
607753	ENSG00000123415
607754	ENSG00000133606
607755	ENSG00000008735
607756	ENSG00000149313
607757	ENSG00000100211
607758	ENSG00000178585
607759	ENSG00000005961
607760	ENSG00000163781
607761	ENSG00000149571
607762	ENSG00000126259
607763	ENSG00000072818
607764	ENSG00000099377
607766	ENSG00000114331
607767	ENSG00000130766
607768	ENSG00000149212
607769	ENSG00000105559
607770	ENSG00000052126
607771	ENSG00000143850
607772	ENSG00000107679
607773	ENSG00000169499
607774	ENSG00000116095
607776	ENSG00000169375
607777	ENSG00000127511
607779	ENSG00000182749
607780	ENSG00000170915
607781	ENSG00000137819
607782	ENSG00000007392
607783	ENSG00000117899
607784	ENSG00000172350
607786	ENSG00000169174
607787	ENSG00000152749
607788	ENSG00000180398
607789	ENSG00000118482
607790	ENSG00000138336
607792	ENSG00000174500
607793	ENSG00000130810
607795	ENSG00000136875
607796	ENSG00000136147
607797	ENSG00000060688
607798	ENSG00000122728
607799	ENSG00000186908
607800	ENSG00000144452
607802	ENSG00000119946
607803	ENSG00000148842
607804	ENSG00000168763
607805	ENSG00000158158
607806	ENSG00000163982
607807	ENSG00000179869
607808	ENSG00000125816
607809	ENSG00000075239
607810	ENSG00000134321
607811	ENSG00000111845
607813	ENSG00000117600
607814	ENSG00000186326
607815	ENSG00000185046
607816	ENSG00000156374
607817	ENSG00000132549
607818	ENSG00000138311
607819	ENSG00000145740
607820	ENSG00000134709
607824	ENSG00000095066
607825	ENSG00000168172
607826	ENSG00000168710
607827	ENSG00000183034
607828	ENSG00000182938
607830	ENSG00000138759
607833	ENSG00000176358
607835	ENSG00000115128
607837	ENSG00000182372
607838	ENSG00000090581
607839	ENSG00000114480
607840	ENSG00000111670
607843	ENSG00000205038
607844	ENSG00000174106
607845	ENSG00000124571
607846	ENSG00000165055
607848	ENSG00000167705
607849	ENSG00000072042
607851	ENSG00000140807
607852	ENSG00000145506
607854	ENSG00000167995
607856	ENSG00000128849
607858	ENSG00000175193
607860	ENSG00000163374
607861	ENSG00000165617
607862	ENSG00000176490
607863	ENSG00000165023
607865	ENSG00000136169
607866	ENSG00000123178
607867	ENSG00000136144
607868	ENSG00000154370
607869	ENSG00000113763
607870	ENSG00000107731
607871	ENSG00000138081
607873	ENSG00000074660
607874	ENSG00000167685
607875	ENSG00000132376
607877	ENSG00000178602
607878	ENSG00000112992
607879	ENSG00000090989
607880	ENSG00000144036
607881	ENSG00000178078
607882	ENSG00000185803
607883	ENSG00000132517
607884	ENSG00000089505
607885	ENSG00000140932
607886	ENSG00000140931
607887	ENSG00000183723
607888	ENSG00000166091
607889	ENSG00000091317
607890	ENSG00000153551
607891	ENSG00000170293
607892	ENSG00000175065
607894	ENSG00000166473
607895	ENSG00000277481
607896	ENSG00000262664
607897	ENSG00000153944
607898	ENSG00000101255
607899	ENSG00000183242
607900	ENSG00000101311
607901	ENSG00000149781
607902	ENSG00000169371
607904	ENSG00000196557
607905	ENSG00000119523
607908	ENSG00000072163
607909	ENSG00000155096
607910	ENSG00000088727
607911	ENSG00000178567
607912	ENSG00000198843
607913	ENSG00000198704
607914	ENSG00000211450
607915	ENSG00000138018
607916	ENSG00000113811
607917	ENSG00000073169
607918	ENSG00000131871
607919	ENSG00000186838
607922	ENSG00000128274
607923	ENSG00000065609
607924	ENSG00000251562
607925	ENSG00000186265
607926	ENSG00000111727
607927	ENSG00000185722
607928	ENSG00000095397
607929	ENSG00000136280
607930	ENSG00000170891
607931	ENSG00000168488
607933	ENSG00000151012
607934	ENSG00000142623
607935	ENSG00000117115
607937	ENSG00000111704
607938	ENSG00000182667
607939	ENSG00000144455
607940	ENSG00000129103
607942	ENSG00000155629
607943	ENSG00000105808
607945	ENSG00000159346
607946	ENSG00000006831
607947	ENSG00000198553
607950	ENSG00000283706
607951	ENSG00000166037
607952	ENSG00000132164
607953	ENSG00000144834
607954	ENSG00000108961
607955	ENSG00000111961
607956	ENSG00000159479
607957	ENSG00000183049
607958	ENSG00000168952
607959	ENSG00000130876
607960	ENSG00000089876
607961	ENSG00000138623
607962	ENSG00000207980
607963	ENSG00000170948
607964	ENSG00000230522
607968	ENSG00000122507
607969	ENSG00000113240
607970	ENSG00000181619
607971	ENSG00000072041
607972	ENSG00000063127
607973	ENSG00000166342
607974	ENSG00000171208
607975	ENSG00000140961
607976	ENSG00000131055
607977	ENSG00000112406
607978	ENSG00000155307
607979	ENSG00000172250
607980	ENSG00000196683
607981	ENSG00000013374
607982	ENSG00000142186
607983	ENSG00000120370
607984	ENSG00000187678
607985	ENSG00000103174
607986	ENSG00000189334
607987	ENSG00000077232
607988	ENSG00000107742
607989	ENSG00000196104
607990	ENSG00000276043
607991	ENSG00000100678
607992	ENSG00000105705
607993	ENSG00000064607
607994	ENSG00000114127
607995	ENSG00000112494
607996	ENSG00000183979
607997	ENSG00000183971
607998	ENSG00000166340
607999	ENSG00000116539
608000	ENSG00000164134
608002	ENSG00000113971
608003	ENSG00000163349
608004	ENSG00000144802
608005	ENSG00000120725
608006	ENSG00000170807
608007	ENSG00000100558
608008	ENSG00000109511
608009	ENSG00000154027
608010	ENSG00000015520
608011	ENSG00000163938
608012	ENSG00000185615
608014	ENSG00000152137
608015	ENSG00000182704
608016	ENSG00000181924
608017	ENSG00000114023
608018	ENSG00000172382
608019	ENSG00000050730
608020	ENSG00000070081
608021	ENSG00000127578
608023	ENSG00000136271
608024	ENSG00000198721
608025	ENSG00000151779
608034	ENSG00000108381
608037	ENSG00000033100
608038	ENSG00000101349
608039	ENSG00000145757
608040	ENSG00000096872
608041	ENSG00000163297
608042	ENSG00000142765
608043	ENSG00000164574
608044	ENSG00000256870
608046	ENSG00000162298
608047	ENSG00000151148
608048	ENSG00000146414
608050	ENSG00000136816
608052	ENSG00000160404
608053	ENSG00000140374
608054	ENSG00000198077
608055	ENSG00000197838
608057	ENSG00000137976
608058	ENSG00000152254
608059	ENSG00000179111
608060	ENSG00000188290
608061	ENSG00000130204
608062	ENSG00000170959
608064	ENSG00000109790
608065	ENSG00000139209
608066	ENSG00000130254
608067	ENSG00000143207
608069	ENSG00000116285
608070	ENSG00000051108
608071	ENSG00000107829
608072	ENSG00000187566
608073	ENSG00000158806
608074	ENSG00000170248
608075	ENSG00000139151
608076	ENSG00000174292
608077	ENSG00000099957
608079	ENSG00000141642
608080	ENSG00000134042
608081	ENSG00000204176
608082	ENSG00000100027
608083	ENSG00000234906
608084	ENSG00000213203
608085	ENSG00000106560
608086	ENSG00000196329
608087	ENSG00000133574
608090	ENSG00000175727
608092	ENSG00000129116
608094	ENSG00000160190
608095	ENSG00000163156
608100	ENSG00000169599
608102	ENSG00000102805
608103	ENSG00000159063
608107	ENSG00000103313
608108	ENSG00000153774
608109	ENSG00000177192
608110	ENSG00000137843
608111	ENSG00000115392
608112	ENSG00000182606
608113	ENSG00000185053
608114	ENSG00000105963
608116	ENSG00000010282
608117	ENSG00000178104
608119	ENSG00000215271
608120	ENSG00000197702
608121	ENSG00000188677
608122	ENSG00000138964
608123	ENSG00000101473
608124	ENSG00000103489
608125	ENSG00000015532
608126	ENSG00000198554
608127	ENSG00000105717
608129	ENSG00000130560
608130	ENSG00000074590
608131	ENSG00000163545
608132	ENSG00000165533
608134	ENSG00000099864
608135	ENSG00000106819
608136	ENSG00000104728
608137	ENSG00000165802
608138	ENSG00000090470
608139	ENSG00000166582
608140	ENSG00000163002
608141	ENSG00000120253
608142	ENSG00000100209
608143	ENSG00000158669
608144	ENSG00000124664
608145	ENSG00000170113
608146	ENSG00000140157
608147	ENSG00000275835
608148	ENSG00000119042
608150	ENSG00000134283
608151	ENSG00000157796
608152	ENSG00000148334
608153	ENSG00000167641
608155	ENSG00000171992
608157	ENSG00000120329
608159	ENSG00000007038
608160	ENSG00000125398
608162	ENSG00000134258
608163	ENSG00000182473
608164	ENSG00000164794
608165	ENSG00000144366
608166	ENSG00000170381
608167	ENSG00000107147
608168	ENSG00000173826
608169	ENSG00000184611
608170	ENSG00000183258
608171	ENSG00000151062
608172	ENSG00000117682
608177	ENSG00000182197
608178	ENSG00000187398
608179	ENSG00000167654
608181	ENSG00000090487
608182	ENSG00000185774
608183	ENSG00000131873
608185	ENSG00000131558
608186	ENSG00000180104
608187	ENSG00000125885
608188	ENSG00000088766
608190	ENSG00000204872
608191	ENSG00000146587
608192	ENSG00000000457
608193	ENSG00000100918
608195	ENSG00000137269
608196	ENSG00000124535
608197	ENSG00000159527
608198	ENSG00000163218
608199	ENSG00000161031
608200	ENSG00000101391
608201	ENSG00000136861
608202	ENSG00000108465
608204	ENSG00000110057
608205	ENSG00000116353
608206	ENSG00000169247
608208	ENSG00000144583
608209	ENSG00000175497
608210	ENSG00000151348
608211	ENSG00000146049
608212	ENSG00000237693
608213	ENSG00000184524
608214	ENSG00000166257
608215	ENSG00000106852
608216	ENSG00000170619
608218	ENSG00000171431
608221	ENSG00000120539
608222	ENSG00000239900
608225	ENSG00000158089
608226	ENSG00000188613
608228	ENSG00000188425
608229	ENSG00000187556
608230	ENSG00000100346
608231	ENSG00000123094
608234	ENSG00000175229
608235	ENSG00000197093
608237	ENSG00000154252
608238	ENSG00000138600
608239	ENSG00000005206
608240	ENSG00000157837
608241	ENSG00000163877
608242	ENSG00000138646
608243	ENSG00000185115
608245	ENSG00000139648
608246	ENSG00000170486
608247	ENSG00000186049
608248	ENSG00000170484
608249	ENSG00000100814
608250	ENSG00000111707
608252	ENSG00000196526
608253	ENSG00000126467
608254	ENSG00000157212
608255	ENSG00000009790
608256	ENSG00000177098
608258	ENSG00000142002
608259	ENSG00000136231
608260	ENSG00000183960
608261	ENSG00000163904
608263	ENSG00000169087
608267	ENSG00000116954
608268	ENSG00000025039
608269	ENSG00000197506
608270	ENSG00000089123
608271	ENSG00000127603
608272	ENSG00000204386
608273	ENSG00000197272
608274	ENSG00000198890
608275	ENSG00000163393
608276	ENSG00000004809
608277	ENSG00000182022
608280	ENSG00000234741
608282	ENSG00000237110
608283	ENSG00000139116
608284	ENSG00000185294
608285	ENSG00000172890
608286	ENSG00000138650
608287	ENSG00000189184
608288	ENSG00000159217
608289	ENSG00000073792
608291	ENSG00000114999
608292	ENSG00000165283
608293	ENSG00000140750
608294	ENSG00000172113
608295	ENSG00000168309
608296	ENSG00000172500
608298	ENSG00000091986
608299	ENSG00000170633
608300	ENSG00000161653
608301	ENSG00000153012
608302	ENSG00000168481
608303	ENSG00000153902
608304	ENSG00000164304
608305	ENSG00000141485
608306	ENSG00000164651
608307	ENSG00000021826
608308	ENSG00000114626
608309	ENSG00000158828
608310	ENSG00000126522
608312	ENSG00000105849
608313	ENSG00000118520
608314	ENSG00000100167
608315	ENSG00000144597
608317	ENSG00000158055
608321	ENSG00000243414
608322	ENSG00000116852
608324	ENSG00000256235
608325	ENSG00000135365
608326	ENSG00000067221
608327	ENSG00000133115
608329	ENSG00000124920
608330	ENSG00000110107
608331	ENSG00000186335
608332	ENSG00000186334
608333	ENSG00000125170
608334	ENSG00000101134
608335	ENSG00000023902
608336	ENSG00000163870
608337	ENSG00000167770
608338	ENSG00000089723
608339	ENSG00000116266
608341	ENSG00000159348
608342	ENSG00000166394
608343	ENSG00000065615
608344	ENSG00000260325
608347	ENSG00000169738
608348	ENSG00000248098
608349	ENSG00000196684
608350	ENSG00000164035
608351	ENSG00000144847
608352	ENSG00000111644
608353	ENSG00000142920
608356	ENSG00000177947
608357	ENSG00000198075
608359	ENSG00000130540
608360	ENSG00000136802
608362	ENSG00000197457
608364	ENSG00000050405
608365	ENSG00000242220
608366	ENSG00000103888
608368	ENSG00000151164
608369	ENSG00000144278
608370	ENSG00000145284
608373	ENSG00000105467
608374	ENSG00000168509
608375	ENSG00000116675
608376	ENSG00000148719
608377	ENSG00000101199
608378	ENSG00000165525
608379	ENSG00000121797
608381	ENSG00000188452
608382	ENSG00000103423
608383	ENSG00000157851
608384	ENSG00000147697
608385	ENSG00000131746
608386	ENSG00000142538
608387	ENSG00000085644
608388	ENSG00000130159
608396	ENSG00000181804
608397	ENSG00000183117
608398	ENSG00000121904
608399	ENSG00000164796
608400	ENSG00000042781
608402	ENSG00000166926
608403	ENSG00000172689
608405	ENSG00000110455
608407	ENSG00000151640
608408	ENSG00000187569
608409	ENSG00000166920
608411	ENSG00000169180
608412	ENSG00000062194
608413	ENSG00000104517
608414	ENSG00000138193
608416	ENSG00000154485
608417	ENSG00000271447
608418	ENSG00000164402
608419	ENSG00000124370
608420	ENSG00000110218
608421	ENSG00000073150
608422	ENSG00000154143
608424	ENSG00000169876
608425	ENSG00000167363
608426	ENSG00000075975
608427	ENSG00000112530
608428	ENSG00000187553
608429	ENSG00000169105
608430	ENSG00000100991
608431	ENSG00000145907
608433	ENSG00000179456
608434	ENSG00000108262
608435	ENSG00000158186
608436	ENSG00000173597
608438	ENSG00000198586
608439	ENSG00000146872
608440	ENSG00000103642
608441	ENSG00000131018
608442	ENSG00000054654
608444	ENSG00000005483
608449	ENSG00000117569
608450	ENSG00000204960
608451	ENSG00000105755
608452	ENSG00000145431
608453	ENSG00000142273
608455	ENSG00000068976
608457	ENSG00000100307
608458	ENSG00000020129
608459	ENSG00000006837
608460	ENSG00000158805
608461	ENSG00000196739
608463	ENSG00000275700
608464	ENSG00000164252
608465	ENSG00000107290
608466	ENSG00000100591
608467	ENSG00000140022
608468	ENSG00000151014
608469	ENSG00000100201
608472	ENSG00000144057
608473	ENSG00000153107
608475	ENSG00000106049
608476	ENSG00000198933
608477	ENSG00000162482
608478	ENSG00000211454
608479	ENSG00000147606
608480	ENSG00000112053
608481	ENSG00000174502
608482	ENSG00000008516
608483	ENSG00000166971
608485	ENSG00000065308
608486	ENSG00000170873
608487	ENSG00000132256
608488	ENSG00000198732
608489	ENSG00000066923
608490	ENSG00000111371
608491	ENSG00000135164
608492	ENSG00000149133
608493	ENSG00000166363
608494	ENSG00000166368
608495	ENSG00000184933
608496	ENSG00000167825
608497	ENSG00000213215
608498	ENSG00000042813
608499	ENSG00000186075
608500	ENSG00000139174
608501	ENSG00000163637
608502	ENSG00000183570
608503	ENSG00000090097
608504	ENSG00000198844
608506	ENSG00000171109
608507	ENSG00000116688
608508	ENSG00000051523
608510	ENSG00000198574
608511	ENSG00000168490
608512	ENSG00000158517
608513	ENSG00000277209
608514	ENSG00000146416
608515	ENSG00000116701
608517	ENSG00000138347
608519	ENSG00000214050
608521	ENSG00000134248
608522	ENSG00000048649
608523	ENSG00000258498
608524	ENSG00000111653
608525	ENSG00000168395
608527	ENSG00000204099
608528	ENSG00000101464
608529	ENSG00000142449
608530	ENSG00000064726
608531	ENSG00000133243
608532	ENSG00000146918
608533	ENSG00000145868
608534	ENSG00000184378
608535	ENSG00000169717
608536	ENSG00000130299
608537	ENSG00000134086
608538	ENSG00000150347
608539	ENSG00000126603
608541	ENSG00000134909
608544	ENSG00000100429
608546	ENSG00000141543
608547	ENSG00000167397
608548	ENSG00000143341
608549	ENSG00000160695
608550	ENSG00000215305
608551	ENSG00000104142
608552	ENSG00000184056
608554	ENSG00000174576
608555	ENSG00000128654
608560	ENSG00000010327
608561	ENSG00000136011
608564	ENSG00000139436
608566	ENSG00000169550
608568	ENSG00000105357
608570	ENSG00000185567
608574	ENSG00000158636
608575	ENSG00000080511
608576	ENSG00000083307
608577	ENSG00000258289
608581	ENSG00000183638
608582	ENSG00000172889
608587	ENSG00000167925
608588	ENSG00000108771
608589	ENSG00000162723
608592	ENSG00000144677
608593	ENSG00000134389
608595	ENSG00000187258
608596	ENSG00000197085
608597	ENSG00000124257
608598	ENSG00000177640
608599	ENSG00000107560
608601	ENSG00000156860
608602	ENSG00000079263
608603	ENSG00000186417
608604	ENSG00000162444
608605	ENSG00000163527
608606	ENSG00000180535
608607	ENSG00000268043
608608	ENSG00000271567
608609	ENSG00000270392
608610	ENSG00000150593
608613	ENSG00000189120
608614	ENSG00000145476
608616	ENSG00000154358
608617	ENSG00000183844
608618	ENSG00000196937
608619	ENSG00000198643
608621	ENSG00000064199
608625	ENSG00000141378
608626	ENSG00000266173
608628	ENSG00000177565
608630	ENSG00000154134
608632	ENSG00000210741
608633	ENSG00000204403
608635	ENSG00000184060
608639	ENSG00000106086
608640	ENSG00000197808
608642	ENSG00000140043
608648	ENSG00000025796
608650	ENSG00000083290
608651	ENSG00000157985
608655	ENSG00000182963
608657	ENSG00000140044
608659	ENSG00000166192
608660	ENSG00000125629
608661	ENSG00000174348
608662	ENSG00000171714
608663	ENSG00000177119
608665	ENSG00000131470
608666	ENSG00000215193
608667	ENSG00000164190
608668	ENSG00000015171
608669	ENSG00000173068
608671	ENSG00000134874
608672	ENSG00000198919
608674	ENSG00000109686
608675	ENSG00000157353
608676	ENSG00000084652
608677	ENSG00000101752
608678	ENSG00000137033
