MIM Number	Ensembl Gene ID (Ensembl)
185860	ENSG00000159164
185861	ENSG00000185518
185880	ENSG00000139190
185881	ENSG00000220205
186355	ENSG00000115884
186357	ENSG00000162512
186360	ENSG00000138279
186590	ENSG00000106089
186591	ENSG00000103496
186711	ENSG00000139193
186720	ENSG00000013725
186730	ENSG00000172116
186740	ENSG00000160654
186745	ENSG00000137076
186760	ENSG00000178562
186770	ENSG00000107807
186780	ENSG00000198821
186790	ENSG00000167286
186820	ENSG00000173762
186830	ENSG00000198851
186845	ENSG00000110651
186852	ENSG00000165916
186854	ENSG00000131389
186855	ENSG00000186051
186910	ENSG00000153563
186921	ENSG00000166407
186940	ENSG00000010610
186945	ENSG00000088832
186946	ENSG00000173486
186947	ENSG00000100442
186960	ENSG00000100721
186973	ENSG00000113263
186975	ENSG00000146221
186977	ENSG00000184786
186980	ENSG00000120438
186982	ENSG00000124678
186990	ENSG00000116824
187011	ENSG00000271503
187020	ENSG00000203690
187040	ENSG00000162367
187270	ENSG00000164362
187280	ENSG00000168495
187380	ENSG00000041982
187395	ENSG00000241186
187410	ENSG00000107447
187430	ENSG00000124490
187520	ENSG00000163815
187680	ENSG00000137364
187700	ENSG00000136810
187790	ENSG00000113407
187930	ENSG00000181104
188040	ENSG00000178726
188060	ENSG00000137801
188061	ENSG00000186340
188062	ENSG00000169231
188070	ENSG00000006638
188230	ENSG00000154096
188250	ENSG00000166548
188300	ENSG00000167900
188340	ENSG00000158481
188345	ENSG00000168393
188350	ENSG00000176890
188360	ENSG00000158485
188370	ENSG00000158477
188380	ENSG00000120802
188390	ENSG00000187514
188399	ENSG00000034510
188410	ENSG00000158473
188411	ENSG00000158488
188450	ENSG00000042832
188540	ENSG00000134200
188545	ENSG00000174417
188595	ENSG00000167074
188825	ENSG00000035862
188826	ENSG00000100234
188830	ENSG00000108946
188840	ENSG00000155657
188855	ENSG00000115523
188860	ENSG00000172005
189889	ENSG00000135457
189901	ENSG00000005436
189902	ENSG00000198176
189903	ENSG00000001167
189904	ENSG00000120837
189905	ENSG00000134827
189906	ENSG00000185591
189907	ENSG00000275410
189908	ENSG00000081059
189909	ENSG00000148516
189940	ENSG00000047410
189962	ENSG00000153767
189963	ENSG00000137947
189964	ENSG00000197265
189965	ENSG00000172216
189967	ENSG00000187079
189968	ENSG00000125651
189969	ENSG00000188342
189970	ENSG00000127928
189971	ENSG00000101412
189972	ENSG00000110768
189973	ENSG00000120690
189980	ENSG00000097007
189990	ENSG00000118513
190000	ENSG00000091513
190010	ENSG00000072274
190020	ENSG00000174775
190030	ENSG00000182511
190040	ENSG00000100311
190060	ENSG00000172680
190070	ENSG00000133703
190080	ENSG00000136997
190090	ENSG00000197122
190120	ENSG00000126351
190151	ENSG00000065361
190160	ENSG00000151090
190170	ENSG00000163235
190180	ENSG00000105329
190181	ENSG00000106799
190182	ENSG00000163513
190195	ENSG00000092295
190196	ENSG00000198959
190197	ENSG00000184144
190198	ENSG00000148400
190220	ENSG00000092969
190230	ENSG00000119699
190231	ENSG00000118245
190232	ENSG00000178279
190315	ENSG00000100075
190370	ENSG00000159450
190450	ENSG00000111669
190470	ENSG00000134900
190700	ENSG00000128016
190920	ENSG00000146242
190930	ENSG00000136842
190990	ENSG00000198467
191010	ENSG00000140416
191030	ENSG00000143549
191039	ENSG00000101470
191040	ENSG00000114854
191041	ENSG00000105048
191042	ENSG00000159173
191043	ENSG00000130598
191044	ENSG00000129991
191045	ENSG00000118194
191050	ENSG00000140105
191060	ENSG00000129167
191070	ENSG00000151790
191080	ENSG00000172236
191081	ENSG00000197253
191092	ENSG00000103197
191110	ENSG00000127824
191130	ENSG00000196230
191135	ENSG00000131462
191155	ENSG00000169908
191160	ENSG00000232810
191161	ENSG00000109079
191163	ENSG00000118503
191164	ENSG00000169242
191170	ENSG00000141510
191175	ENSG00000166598
191190	ENSG00000067182
191191	ENSG00000028137
191195	ENSG00000107968
191275	ENSG00000080166
191290	ENSG00000180176
191305	ENSG00000136573
191306	ENSG00000128052
191311	ENSG00000162733
191315	ENSG00000198400
191316	ENSG00000140538
191317	ENSG00000160201
191318	ENSG00000063244
191321	ENSG00000221983
191325	ENSG00000182179
191327	ENSG00000169021
191328	ENSG00000010256
191329	ENSG00000140740
191330	ENSG00000156467
191339	ENSG00000170315
191340	ENSG00000150991
191342	ENSG00000154277
191343	ENSG00000143947
191350	ENSG00000172269
191510	ENSG00000009307
191523	ENSG00000158773
191525	ENSG00000076248
191710	ENSG00000162368
191720	ENSG00000125458
191730	ENSG00000183696
191740	ENSG00000241635
191760	ENSG00000169764
191840	ENSG00000122861
191845	ENSG00000169344
192020	ENSG00000149021
192090	ENSG00000039068
192130	ENSG00000033627
192132	ENSG00000116039
192150	ENSG00000204394
192225	ENSG00000162692
192240	ENSG00000112715
192320	ENSG00000146469
192321	ENSG00000114812
192340	ENSG00000101200
192968	ENSG00000213949
192974	ENSG00000164171
192975	ENSG00000115232
192977	ENSG00000147852
193001	ENSG00000165646
193002	ENSG00000036565
193040	ENSG00000127831
193060	ENSG00000026025
193065	ENSG00000035403
193067	ENSG00000151702
193190	ENSG00000109072
193210	ENSG00000138448
193245	ENSG00000165637
193525	ENSG00000166483
194355	ENSG00000100219
194360	ENSG00000073050
194363	ENSG00000152422
194364	ENSG00000079246
194460	ENSG00000160862
194480	ENSG00000180787
194500	ENSG00000275111
194510	ENSG00000166526
194521	ENSG00000189180
194522	ENSG00000196693
194524	ENSG00000154957
194525	ENSG00000157429
194526	ENSG00000196378
194527	ENSG00000167377
194528	ENSG00000175395
194529	ENSG00000165512
194531	ENSG00000147789
194532	ENSG00000278129
194533	ENSG00000169981
194534	ENSG00000172466
194536	ENSG00000164631
194537	ENSG00000198393
194538	ENSG00000256223
194539	ENSG00000169740
194540	ENSG00000095951
194541	ENSG00000089775
194542	ENSG00000197857
194543	ENSG00000198429
194544	ENSG00000187792
194545	ENSG00000197951
194548	ENSG00000185252
194549	ENSG00000065029
194550	ENSG00000099326
194551	ENSG00000175691
194552	ENSG00000196152
194553	ENSG00000174255
194554	ENSG00000124459
194555	ENSG00000267680
194556	ENSG00000105708
194557	ENSG00000132010
194558	ENSG00000167766
194624	ENSG00000152926
194628	ENSG00000197961
194631	ENSG00000196418
194648	ENSG00000131127
195000	ENSG00000149506
200350	ENSG00000278540
209901	ENSG00000174483
211100	ENSG00000174951
217030	ENSG00000205403
217050	ENSG00000039537
217070	ENSG00000112936
222745	ENSG00000104325
229000	ENSG00000164344
231675	ENSG00000171503
232000	ENSG00000175198
232050	ENSG00000114054
238300	ENSG00000178445
238310	ENSG00000145020
238330	ENSG00000140905
238331	ENSG00000091140
243305	ENSG00000119509
246530	ENSG00000213316
246600	ENSG00000175535
248610	ENSG00000137992
248611	ENSG00000083123
251170	ENSG00000110921
252800	ENSG00000127415
264900	ENSG00000088926
274180	ENSG00000059377
275360	ENSG00000118094
276000	ENSG00000204983
276903	ENSG00000137474
300002	ENSG00000006756
300003	ENSG00000062096
300005	ENSG00000169057
300006	ENSG00000147400
300007	ENSG00000124334
300008	ENSG00000171365
300011	ENSG00000165240
300012	ENSG00000102038
300013	ENSG00000102030
300014	ENSG00000067842
300015	ENSG00000196433
300016	ENSG00000198681
300017	ENSG00000196924
300019	ENSG00000172534
300022	ENSG00000130827
300023	ENSG00000089820
300024	ENSG00000147117
300025	ENSG00000131264
300026	ENSG00000186462
300027	ENSG00000102317
300028	ENSG00000169249
300031	ENSG00000269556
300032	ENSG00000085224
300033	ENSG00000184481
300034	ENSG00000180772
300035	ENSG00000090776
300036	ENSG00000130821
300037	ENSG00000147257
300038	ENSG00000186912
300039	ENSG00000196767
300040	ENSG00000072501
300041	ENSG00000101890
300044	ENSG00000007350
300050	ENSG00000102226
300051	ENSG00000046653
300052	ENSG00000102385
300053	ENSG00000124333
300056	ENSG00000004961
300059	ENSG00000177854
300060	ENSG00000196976
300061	ENSG00000147130
300065	ENSG00000102384
300070	ENSG00000129682
300072	ENSG00000124486
300075	ENSG00000177189
300078	ENSG00000125356
300079	ENSG00000101966
300080	ENSG00000182872
300081	ENSG00000013563
300083	ENSG00000183943
300084	ENSG00000147140
300086	ENSG00000147145
300089	ENSG00000067829
300090	ENSG00000180879
300091	ENSG00000165197
300092	ENSG00000278057
300093	ENSG00000102287
300095	ENSG00000147100
300096	ENSG00000156298
300097	ENSG00000214107
300098	ENSG00000099399
300101	ENSG00000102010
300102	ENSG00000006757
300103	ENSG00000146950
300104	ENSG00000203879
300105	ENSG00000102172
300107	ENSG00000102239
300108	ENSG00000147202
300109	ENSG00000086717
300110	ENSG00000102001
300111	ENSG00000012211
300112	ENSG00000102007
300116	ENSG00000214827
300117	ENSG00000186310
300118	ENSG00000047648
300119	ENSG00000131724
300120	ENSG00000013619
300121	ENSG00000077279
300124	ENSG00000178605
300126	ENSG00000130826
300127	ENSG00000079482
300128	ENSG00000147050
300130	ENSG00000123496
300131	ENSG00000102024
300132	ENSG00000067445
300133	ENSG00000155959
300134	ENSG00000130829
300135	ENSG00000131269
300137	ENSG00000147255
300138	ENSG00000155962
300139	ENSG00000089289
300142	ENSG00000077264
300144	ENSG00000182890
300145	ENSG00000122121
300146	ENSG00000077274
300149	ENSG00000125931
300150	ENSG00000005022
300151	ENSG00000169100
300152	ENSG00000198798
300153	ENSG00000120289
300154	ENSG00000123576
300156	ENSG00000184033
300157	ENSG00000068366
300159	ENSG00000205542
300160	ENSG00000215301
300161	ENSG00000130741
300162	ENSG00000169093
300163	ENSG00000022267
300164	ENSG00000224975
300165	ENSG00000281371
300167	ENSG00000089472
300168	ENSG00000076716
300169	ENSG00000156709
300170	ENSG00000046651
300171	ENSG00000063601
300172	ENSG00000147044
300173	ENSG00000268606
300174	ENSG00000221867
300175	ENSG00000147381
300176	ENSG00000197172
300177	ENSG00000213401
300178	ENSG00000214717
300180	ENSG00000157399
300181	ENSG00000270641
300182	ENSG00000180182
300185	ENSG00000147081
300186	ENSG00000173674
300187	ENSG00000101955
300188	ENSG00000184634
300189	ENSG00000082458
300190	ENSG00000131171
300191	ENSG00000000003
300192	ENSG00000241476
300193	ENSG00000029993
300195	ENSG00000101935
300196	ENSG00000101849
300197	ENSG00000071553
300198	ENSG00000056998
300199	ENSG00000147274
300201	ENSG00000173198
300202	ENSG00000196459
300203	ENSG00000008086
300204	ENSG00000080561
300205	ENSG00000147155
300206	ENSG00000169306
300207	ENSG00000102195
300208	ENSG00000102098
300212	ENSG00000130988
300213	ENSG00000134590
300214	ENSG00000198753
300217	ENSG00000131831
300222	ENSG00000078596
300223	ENSG00000155495
300224	ENSG00000179222
300225	ENSG00000007952
300226	ENSG00000091482
300227	ENSG00000047634
300229	ENSG00000182583
300230	ENSG00000169239
300231	ENSG00000198689
300234	ENSG00000126756
300235	ENSG00000198205
300236	ENSG00000198455
300237	ENSG00000172465
300239	ENSG00000198759
300241	ENSG00000171659
300242	ENSG00000102078
300246	ENSG00000102290
300247	ENSG00000130385
300248	ENSG00000269335
300249	ENSG00000126768
300252	ENSG00000102309
300253	ENSG00000184194
300254	ENSG00000101945
300255	ENSG00000147162
300256	ENSG00000072506
300264	ENSG00000188021
300265	ENSG00000156925
300267	ENSG00000129675
300269	ENSG00000147099
300272	ENSG00000094631
300275	ENSG00000147383
300276	ENSG00000131080
300277	ENSG00000189108
300278	ENSG00000188937
300281	ENSG00000102057
300282	ENSG00000165675
300283	ENSG00000184216
300284	ENSG00000123595
300285	ENSG00000123570
300286	ENSG00000102349
300287	ENSG00000101951
300288	ENSG00000068985
300289	ENSG00000204382
300292	ENSG00000049768
300294	ENSG00000012174
300295	ENSG00000102096
300296	ENSG00000170965
300297	ENSG00000171388
300298	ENSG00000125351
300300	ENSG00000010671
300302	ENSG00000165169
300303	ENSG00000072133
300304	ENSG00000158290
300305	ENSG00000198021
300307	ENSG00000122145
300308	ENSG00000132446
300309	ENSG00000134588
300311	ENSG00000120498
300312	ENSG00000268629
300313	ENSG00000170925
300314	ENSG00000102387
300315	ENSG00000269405
300316	ENSG00000147206
300317	ENSG00000169891
300318	ENSG00000196970
300319	ENSG00000126952
300320	ENSG00000101888
300325	ENSG00000165584
300326	ENSG00000268009
300327	ENSG00000165583
300328	ENSG00000176076
300329	ENSG00000177485
300330	ENSG00000198573
300332	ENSG00000147166
300333	ENSG00000134594
300334	ENSG00000072315
300335	ENSG00000130234
300336	ENSG00000196338
300338	ENSG00000183862
300339	ENSG00000167393
300341	ENSG00000156009
300342	ENSG00000123584
300343	ENSG00000124260
300344	ENSG00000185247
300346	ENSG00000102241
300347	ENSG00000236256
300348	ENSG00000102271
300349	ENSG00000268089
300350	ENSG00000101938
300353	ENSG00000155659
300356	ENSG00000126953
300357	ENSG00000205755
300358	ENSG00000196632
300359	ENSG00000181433
300361	ENSG00000166681
300362	ENSG00000126947
300363	ENSG00000184867
300364	ENSG00000102401
300365	ENSG00000196664
300366	ENSG00000101916
300368	ENSG00000065923
300369	ENSG00000147174
300370	ENSG00000183479
300371	ENSG00000101986
300374	ENSG00000147010
300375	ENSG00000147119
300377	ENSG00000198947
300379	ENSG00000131263
300380	ENSG00000047230
300381	ENSG00000147394
300382	ENSG00000004848
300383	ENSG00000126759
300384	ENSG00000102119
300385	ENSG00000198157
300386	ENSG00000102245
300390	ENSG00000188419
300391	ENSG00000125363
300392	ENSG00000015285
300393	ENSG00000165370
300394	ENSG00000102125
300395	ENSG00000125676
300396	ENSG00000126890
300398	ENSG00000185825
300399	ENSG00000102109
300401	ENSG00000123560
300402	ENSG00000182195
300403	ENSG00000147123
300405	ENSG00000102128
300407	ENSG00000174740
300408	ENSG00000068400
300409	ENSG00000123562
300410	ENSG00000126016
300411	ENSG00000153779
300413	ENSG00000076770
300414	ENSG00000156531
300415	ENSG00000171100
300416	ENSG00000155622
300417	ENSG00000198932
300418	ENSG00000189369
300420	ENSG00000181191
300427	ENSG00000146938
300429	ENSG00000131089
300435	ENSG00000101856
300437	ENSG00000187682
300439	ENSG00000133135
300440	ENSG00000186416
300441	ENSG00000122122
300443	ENSG00000165349
300444	ENSG00000268104
300445	ENSG00000277745
300446	ENSG00000101883
300447	ENSG00000131721
300450	ENSG00000147378
300451	ENSG00000158813
300452	ENSG00000243468
300453	ENSG00000071859
300456	ENSG00000147082
300457	ENSG00000188158
300459	ENSG00000000005
300460	ENSG00000165194
300461	ENSG00000036473
300462	ENSG00000186471
300463	ENSG00000102103
300466	ENSG00000188408
300467	ENSG00000176746
300468	ENSG00000046774
300469	ENSG00000165509
300470	ENSG00000102316
300473	ENSG00000169297
300474	ENSG00000198814
300477	ENSG00000183304
300478	ENSG00000177138
300479	ENSG00000187268
300480	ENSG00000157625
300481	ENSG00000165168
300482	ENSG00000160219
300485	ENSG00000183337
300487	ENSG00000123165
300490	ENSG00000183918
300492	ENSG00000071889
300493	ENSG00000203926
300499	ENSG00000068438
300502	ENSG00000131828
300506	ENSG00000157514
300507	ENSG00000123569
300508	ENSG00000156697
300512	ENSG00000101940
300513	ENSG00000147262
300515	ENSG00000181544
300516	ENSG00000101974
300517	ENSG00000186787
300520	ENSG00000165376
300521	ENSG00000090889
300522	ENSG00000124313
300524	ENSG00000050030
300525	ENSG00000182162
300526	ENSG00000196998
300527	ENSG00000122824
300528	ENSG00000196368
300529	ENSG00000078589
300531	ENSG00000168939
300532	ENSG00000177504
300533	ENSG00000169059
300535	ENSG00000122126
300538	ENSG00000126895
300540	ENSG00000213397
300542	ENSG00000187754
300543	ENSG00000157965
300544	ENSG00000204648
300545	ENSG00000171004
300546	ENSG00000102302
300547	ENSG00000134602
300548	ENSG00000187601
300549	ENSG00000183305
300550	ENSG00000102174
300552	ENSG00000101871
300553	ENSG00000165288
300556	ENSG00000182220
300560	ENSG00000172943
300561	ENSG00000185985
300562	ENSG00000179542
300564	ENSG00000184205
300566	ENSG00000182508
300567	ENSG00000226784
300568	ENSG00000207870
300569	ENSG00000207725
300570	ENSG00000230797
300572	ENSG00000173698
300573	ENSG00000251192
300574	ENSG00000186810
300575	ENSG00000147223
300576	ENSG00000102383
300579	ENSG00000158352
300583	ENSG00000102243
300585	ENSG00000147121
300586	ENSG00000205667
300587	ENSG00000232119
300588	ENSG00000009694
300592	ENSG00000226929
300593	ENSG00000171489
300594	ENSG00000205777
300603	ENSG00000124429
300608	ENSG00000126733
300609	ENSG00000005302
300610	ENSG00000126945
300611	ENSG00000171155
300616	ENSG00000102021
300617	ENSG00000185515
300618	ENSG00000102221
300620	ENSG00000101842
300621	ENSG00000147059
300625	ENSG00000204019
300626	ENSG00000165192
300627	ENSG00000173275
300628	ENSG00000165694
300629	ENSG00000182287
300631	ENSG00000147003
300632	ENSG00000120509
300634	ENSG00000067840
300641	ENSG00000077713
300642	ENSG00000102359
300644	ENSG00000102393
300646	ENSG00000188706
300647	ENSG00000184675
300648	ENSG00000268940
300649	ENSG00000017483
300651	ENSG00000102312
300654	ENSG00000165591
300655	ENSG00000003096
300656	ENSG00000094841
300657	ENSG00000268651
300658	ENSG00000124479
300662	ENSG00000221716
300663	ENSG00000101844
300664	ENSG00000203923
300665	ENSG00000268988
300666	ENSG00000189252
300667	ENSG00000189326
300668	ENSG00000204363
300669	ENSG00000227234
300670	ENSG00000196406
300671	ENSG00000196406
300674	ENSG00000101928
300675	ENSG00000183837
300677	ENSG00000086712
300678	ENSG00000189037
300680	ENSG00000130822
300681	ENSG00000147251
300682	ENSG00000284231
300683	ENSG00000125354
300684	ENSG00000182489
300685	ENSG00000130032
300686	ENSG00000199001
300687	ENSG00000186871
300688	ENSG00000085185
300689	ENSG00000130052
300690	ENSG00000133169
300691	ENSG00000133134
300692	ENSG00000102409
300693	ENSG00000184515
300694	ENSG00000284567
300697	ENSG00000086758
300698	ENSG00000147027
300701	ENSG00000174460
300702	ENSG00000154545
300708	ENSG00000262919
300713	ENSG00000068308
300714	ENSG00000189401
300715	ENSG00000102158
300720	ENSG00000189064
300721	ENSG00000208012
300722	ENSG00000284107
300723	ENSG00000102362
300724	ENSG00000149970
300725	ENSG00000083750
300727	ENSG00000237671
300728	ENSG00000227488
300729	ENSG00000216649
300730	ENSG00000236362
300731	ENSG00000215269
300732	ENSG00000224902
300733	ENSG00000224659
300734	ENSG00000274274
300737	ENSG00000215274
300738	ENSG00000234068
300739	ENSG00000204279
300740	ENSG00000171402
300741	ENSG00000184083
300742	ENSG00000204379
300743	ENSG00000204379
300744	ENSG00000204382
300745	ENSG00000204382
300746	ENSG00000101981
300747	ENSG00000101846
300748	ENSG00000171657
300753	ENSG00000184831
300754	ENSG00000187325
300757	ENSG00000102218
300759	ENSG00000198934
300760	ENSG00000186675
300761	ENSG00000177689
300762	ENSG00000189023
300763	ENSG00000182798
300764	ENSG00000267978
300765	ENSG00000187243
300766	ENSG00000101882
300767	ENSG00000204086
300768	ENSG00000183035
300769	ENSG00000284363
300771	ENSG00000182916
300772	ENSG00000183434
300773	ENSG00000169188
300774	ENSG00000155961
300775	ENSG00000102034
300776	ENSG00000101901
300777	ENSG00000185973
300780	ENSG00000236371
300781	ENSG00000242362
300782	ENSG00000236126
300783	ENSG00000230594
300784	ENSG00000237957
300785	ENSG00000226023
300786	ENSG00000228517
300787	ENSG00000230347
300788	ENSG00000226600
300789	ENSG00000224089
300790	ENSG00000236446
300791	ENSG00000123572
300792	ENSG00000284157
300793	ENSG00000271449
300794	ENSG00000269096
300796	ENSG00000228836
300797	ENSG00000278289
300798	ENSG00000044446
300805	ENSG00000268066
300806	ENSG00000155966
300808	ENSG00000101850
300810	ENSG00000271886
300811	ENSG00000207957
300812	ENSG00000207818
300817	ENSG00000183690
300819	ENSG00000221994
300820	ENSG00000180815
300821	ENSG00000268221
300822	ENSG00000102076
300823	ENSG00000010404
300825	ENSG00000102054
300826	ENSG00000101972
300827	ENSG00000196468
300828	ENSG00000165186
300832	ENSG00000225470
300836	ENSG00000011201
300837	ENSG00000274588
300838	ENSG00000169933
300839	ENSG00000102104
300840	ENSG00000243279
300841	ENSG00000185010
300846	ENSG00000102181
300859	ENSG00000101997
300862	ENSG00000123130
300865	ENSG00000208005
300866	ENSG00000207641
300871	ENSG00000069509
300873	ENSG00000130119
300874	ENSG00000207589
300875	ENSG00000208000
300876	ENSG00000212014
300877	ENSG00000207731
300878	ENSG00000269502
300879	ENSG00000124343
300880	ENSG00000101843
300883	ENSG00000147164
300885	ENSG00000131174
300889	ENSG00000102053
300890	ENSG00000102048
300891	ENSG00000198881
300892	ENSG00000280752
300893	ENSG00000272080
300897	ENSG00000126970
300899	ENSG00000198918
300902	ENSG00000241343
300903	ENSG00000147138
300904	ENSG00000133124
300906	ENSG00000067992
300907	ENSG00000101811
300913	ENSG00000160131
300916	ENSG00000198883
300917	ENSG00000235961
300920	ENSG00000123594
300921	ENSG00000198908
300922	ENSG00000204116
300924	ENSG00000204195
300925	ENSG00000147160
300926	ENSG00000184210
300927	ENSG00000123131
300929	ENSG00000284286
300930	ENSG00000129680
300931	ENSG00000087842
300933	ENSG00000080572
300935	ENSG00000130962
300936	ENSG00000230590
300937	ENSG00000147256
300938	ENSG00000101825
300939	ENSG00000158164
300940	ENSG00000130055
300941	ENSG00000269743
300944	ENSG00000198930
300945	ENSG00000158526
300947	ENSG00000147144
300948	ENSG00000102230
300949	ENSG00000189299
300950	ENSG00000284043
300951	ENSG00000125352
300954	ENSG00000197620
300955	ENSG00000155008
300959	ENSG00000147113
300961	ENSG00000165175
300962	ENSG00000046647
300964	ENSG00000001497
300965	ENSG00000243978
300969	ENSG00000158301
300970	ENSG00000133131
300973	ENSG00000234493
300974	ENSG00000182378
300975	ENSG00000273820
300976	ENSG00000174016
300980	ENSG00000174010
300981	ENSG00000205642
300992	ENSG00000204272
300993	ENSG00000166049
300994	ENSG00000165259
300995	ENSG00000250423
300996	ENSG00000181704
300999	ENSG00000213468
301002	ENSG00000184343
301003	ENSG00000068394
301004	ENSG00000235244
301005	ENSG00000147234
301007	ENSG00000166432
301009	ENSG00000158639
301011	ENSG00000158427
301012	ENSG00000018610
301016	ENSG00000123728
301017	ENSG00000102055
301023	ENSG00000207758
301027	ENSG00000133138
301034	ENSG00000169084
301036	ENSG00000187690
301037	ENSG00000274183
301038	ENSG00000277858
301042	ENSG00000165775
301046	ENSG00000196440
301047	ENSG00000125962
301048	ENSG00000198960
301049	ENSG00000120280
301053	ENSG00000207633
301055	ENSG00000147183
301057	ENSG00000165164
301300	ENSG00000158578
301770	ENSG00000120500
301870	ENSG00000182492
302020	ENSG00000169906
302650	ENSG00000288642
302910	ENSG00000073464
303630	ENSG00000188153
303631	ENSG00000197565
304040	ENSG00000169562
305360	ENSG00000130830
305370	ENSG00000102265
305371	ENSG00000102145
305423	ENSG00000277203
305660	ENSG00000011677
305670	ENSG00000126010
305900	ENSG00000160211
305915	ENSG00000125675
305990	ENSG00000101958
306250	ENSG00000198223
306480	ENSG00000130021
308000	ENSG00000165704
308380	ENSG00000147168
308385	ENSG00000185291
308840	ENSG00000198910
309060	ENSG00000005893
309550	ENSG00000102081
309845	ENSG00000147065
309850	ENSG00000189221
309860	ENSG00000069535
311010	ENSG00000078061
311030	ENSG00000101977
311040	ENSG00000126767
311240	ENSG00000068354
311550	ENSG00000102225
311770	ENSG00000165195
311790	ENSG00000158571
311800	ENSG00000102144
311850	ENSG00000147224
311860	ENSG00000101911
311870	ENSG00000067177
312040	ENSG00000101868
312070	ENSG00000102178
312090	ENSG00000126903
312095	ENSG00000197976
312173	ENSG00000147403
312180	ENSG00000077721
312420	ENSG00000102032
312610	ENSG00000156313
312760	ENSG00000198034
312820	ENSG00000126752
312861	ENSG00000147246
312865	ENSG00000185960
313020	ENSG00000130066
313430	ENSG00000134595
313440	ENSG00000008056
313470	ENSG00000002586
313475	ENSG00000102003
313650	ENSG00000147133
313700	ENSG00000169083
314200	ENSG00000123561
314310	ENSG00000068323
314370	ENSG00000130985
314375	ENSG00000102100
314670	ENSG00000229807
314690	ENSG00000126012
314850	ENSG00000047597
314980	ENSG00000005889
314990	ENSG00000147180
314993	ENSG00000147118
314995	ENSG00000147124
314997	ENSG00000186376
314998	ENSG00000197779
400003	ENSG00000188120
400005	ENSG00000114374
400006	ENSG00000234414
400008	ENSG00000099725
400009	ENSG00000183878
400010	ENSG00000067048
400011	ENSG00000169093
400012	ENSG00000129864
400013	ENSG00000183753
400014	ENSG00000198692
400015	ENSG00000250868
400016	ENSG00000172288
400017	ENSG00000154620
400018	ENSG00000182415
400019	ENSG00000169789
400020	ENSG00000185960
400022	ENSG00000099715
400023	ENSG00000205755
400025	ENSG00000176679
400026	ENSG00000205944
400027	ENSG00000187191
400028	ENSG00000165246
400029	ENSG00000172468
400030	ENSG00000280969
400031	ENSG00000131002
400033	ENSG00000092377
400034	ENSG00000240450
400035	ENSG00000239533
400036	ENSG00000231141
400037	ENSG00000226906
400038	ENSG00000215560
400039	ENSG00000131538
400040	ENSG00000228240
400041	ENSG00000169807
400048	ENSG00000205916
402500	ENSG00000196433
403000	ENSG00000169100
410000	ENSG00000099721
425000	ENSG00000198223
426000	ENSG00000012817
430000	ENSG00000185291
450000	ENSG00000002586
465000	ENSG00000197976
470000	ENSG00000129824
480000	ENSG00000184895
480100	ENSG00000258992
490000	ENSG00000067646
600003	ENSG00000165995
600004	ENSG00000145242
600005	ENSG00000179583
600006	ENSG00000132005
600007	ENSG00000090554
600008	ENSG00000166741
600009	ENSG00000165949
600010	ENSG00000173404
600011	ENSG00000196411
600013	ENSG00000100811
600014	ENSG00000080503
600016	ENSG00000018236
600017	ENSG00000124145
600018	ENSG00000112038
600019	ENSG00000008283
600020	ENSG00000119950
600021	ENSG00000059728
600022	ENSG00000160013
600023	ENSG00000140937
600024	ENSG00000143815
600025	ENSG00000126214
600026	ENSG00000172164
600027	ENSG00000168807
600028	ENSG00000105880
600029	ENSG00000144355
600030	ENSG00000006377
600031	ENSG00000133063
600033	ENSG00000105825
600034	ENSG00000135638
600035	ENSG00000170370
600036	ENSG00000115507
600037	ENSG00000165588
600038	ENSG00000007264
600039	ENSG00000171552
600040	ENSG00000087088
600041	ENSG00000175591
600042	ENSG00000176136
600043	ENSG00000109193
600044	ENSG00000090534
600045	ENSG00000167986
600046	ENSG00000165029
600047	ENSG00000107331
600050	ENSG00000173327
600051	ENSG00000085832
600052	ENSG00000134817
600053	ENSG00000144191
600058	ENSG00000074966
600061	ENSG00000179262
600062	ENSG00000119318
600063	ENSG00000116747
600064	ENSG00000182591
600065	ENSG00000160255
600066	ENSG00000080224
600067	ENSG00000156096
600068	ENSG00000171234
600069	ENSG00000196620
600070	ENSG00000109181
600073	ENSG00000081479
600074	ENSG00000272398
600075	ENSG00000112592
600076	ENSG00000079308
600079	ENSG00000127947
600085	ENSG00000165025
600086	ENSG00000196344
600087	ENSG00000143367
600098	ENSG00000133818
600103	ENSG00000132872
600104	ENSG00000143858
600106	ENSG00000068383
600108	ENSG00000137745
600111	ENSG00000079215
600112	ENSG00000197102
600114	ENSG00000163468
600119	ENSG00000108823
600124	ENSG00000122566
600126	ENSG00000065989
600127	ENSG00000184588
600128	ENSG00000105650
600129	ENSG00000113448
600130	ENSG00000111701
600133	ENSG00000112769
600135	ENSG00000178531
600136	ENSG00000006432
600137	ENSG00000130758
600140	ENSG00000005339
600141	ENSG00000115541
600144	ENSG00000123104
600147	ENSG00000005102
600148	ENSG00000196475
600149	ENSG00000229894
600150	ENSG00000156113
600152	ENSG00000157020
600153	ENSG00000151665
600154	ENSG00000100564
600157	ENSG00000100280
600160	ENSG00000147889
600161	ENSG00000279050
600162	ENSG00000279192
600163	ENSG00000183873
600164	ENSG00000164949
600167	ENSG00000196639
600168	ENSG00000164078
600169	ENSG00000204520
600170	ENSG00000165272
600172	ENSG00000188786
600173	ENSG00000105639
